transaction_id,customer_id,transaction_date,payment_type,merchant,amount,status,city,txn_year,txn_month,txn_month_name,txn_quarter,is_success,is_failed
T006202,C00911,2025-03-19,Net Banking,Flipkart,98161,Success,Pune,2025,3,Mar,1,1,0
T006203,C00261,2025-06-24,ATM,Swiggy,54253,Success,Kochi,2025,6,Jun,2,1,0
T006204,C01141,2025-05-12,ATM,Amazon,31928,Success,Hyderabad,2025,5,May,2,1,0
T006205,C01107,2025-01-01,Net Banking,Myntra,92318,Success,Bangalore,2025,1,Jan,1,1,0
T006206,C00675,2025-05-10,Net Banking,Flipkart,86780,Success,Coimbatore,2025,5,May,2,1,0
T006207,C00686,2025-02-21,UPI,Myntra,13597,Success,Bangalore,2025,2,Feb,1,1,0
T006208,C01905,2025-02-11,UPI,Zomato,63594,Success,Hyderabad,2025,2,Feb,1,1,0
T006209,C00062,2025-07-27,ATM,Myntra,51389,Success,Kochi,2025,7,Jul,3,1,0
T006210,C00806,2025-02-28,Net Banking,Myntra,94477,Failed,Bangalore,2025,2,Feb,1,0,1
T006211,C00623,2025-05-03,ATM,PhonePe,9751,Success,Pune,2025,5,May,2,1,0
T006212,C00325,2025-04-17,Card,PhonePe,67657,Success,Bangalore,2025,4,Apr,2,1,0
T006213,C00021,2025-02-19,ATM,Myntra,64500,Success,Pune,2025,2,Feb,1,1,0
T006214,C01469,2025-02-14,Card,Amazon,29580,Success,Hyderabad,2025,2,Feb,1,1,0
T006215,C00448,2025-03-30,ATM,Myntra,97390,Success,Bangalore,2025,3,Mar,1,1,0
T006216,C00412,2025-02-09,Card,Myntra,45051,Success,Pune,2025,2,Feb,1,1,0
T006217,C01412,2025-04-25,Card,Zomato,59295,Success,Mumbai,2025,4,Apr,2,1,0
T006218,C01193,2025-06-11,Card,Amazon,95989,Success,Bangalore,2025,6,Jun,2,1,0
T006219,C00757,2025-04-14,Net Banking,PhonePe,8172,Success,Hyderabad,2025,4,Apr,2,1,0
T006220,C00138,2025-02-02,Net Banking,Swiggy,19991,Success,Bangalore,2025,2,Feb,1,1,0
T006221,C01750,2025-06-09,Card,PhonePe,79219,Success,Pune,2025,6,Jun,2,1,0
T006222,C00729,2025-02-10,ATM,PhonePe,66001,Success,Mumbai,2025,2,Feb,1,1,0
T006223,C01863,2025-01-02,UPI,Swiggy,15934,Success,Mumbai,2025,1,Jan,1,1,0
T006224,C00957,2025-04-24,Net Banking,Zomato,35259,Success,Chennai,2025,4,Apr,2,1,0
T006225,C00504,2025-04-13,UPI,Zomato,46243,Success,Hyderabad,2025,4,Apr,2,1,0
T006226,C01719,2025-03-30,ATM,PhonePe,21926,Failed,Kochi,2025,3,Mar,1,0,1
T006227,C01441,2025-08-31,Net Banking,Amazon,74482,Success,Pune,2025,8,Aug,3,1,0
T006228,C01345,2025-03-10,UPI,Flipkart,73857,Success,Bangalore,2025,3,Mar,1,1,0
T006229,C01753,2025-03-09,Card,Flipkart,88036,Success,Chennai,2025,3,Mar,1,1,0
T006230,C01668,2025-03-07,Card,Zomato,63048,Success,Coimbatore,2025,3,Mar,1,1,0
T006231,C00839,2025-08-10,Net Banking,Amazon,94711,Success,Mumbai,2025,8,Aug,3,1,0
T006232,C01882,2025-05-19,Net Banking,Swiggy,82063,Success,Pune,2025,5,May,2,1,0
T006233,C01592,2025-07-08,UPI,Myntra,76465,Success,Pune,2025,7,Jul,3,1,0
T006234,C01429,2025-04-05,Card,Myntra,52565,Success,Coimbatore,2025,4,Apr,2,1,0
T006235,C01056,2025-02-18,ATM,Flipkart,74066,Success,Chennai,2025,2,Feb,1,1,0
T006236,C01993,2025-07-09,Card,PhonePe,99271,Success,Bangalore,2025,7,Jul,3,1,0
T006237,C01653,2025-01-04,UPI,PhonePe,37426,Success,Bangalore,2025,1,Jan,1,1,0
T006238,C01305,2025-04-28,UPI,Zomato,50282,Success,Bangalore,2025,4,Apr,2,1,0
T006239,C01588,2025-03-25,ATM,Zomato,4600,Success,Chennai,2025,3,Mar,1,1,0
T006240,C01010,2025-05-17,UPI,Zomato,17901,Success,Pune,2025,5,May,2,1,0
T006241,C00287,2025-01-08,ATM,Myntra,93417,Success,Chennai,2025,1,Jan,1,1,0
T006242,C01925,2025-05-21,UPI,Amazon,20801,Success,Pune,2025,5,May,2,1,0
T006243,C01870,2025-05-28,Net Banking,Zomato,62586,Success,Hyderabad,2025,5,May,2,1,0
T006244,C00451,2025-04-24,ATM,Amazon,26228,Success,Mumbai,2025,4,Apr,2,1,0
T006245,C00458,2025-03-17,Card,PhonePe,29432,Failed,Chennai,2025,3,Mar,1,0,1
T006246,C00769,2025-04-03,Net Banking,Zomato,225,Success,Chennai,2025,4,Apr,2,1,0
T006247,C00207,2025-05-29,UPI,Swiggy,53266,Success,Coimbatore,2025,5,May,2,1,0
T006248,C00668,2025-05-06,Card,Flipkart,77295,Success,Pune,2025,5,May,2,1,0
T006249,C00980,2025-01-09,Card,Swiggy,51361,Success,Mumbai,2025,1,Jan,1,1,0
T006250,C00413,2025-06-03,ATM,Amazon,51541,Success,Hyderabad,2025,6,Jun,2,1,0
T006251,C01223,2025-01-02,Card,Swiggy,55898,Success,Kochi,2025,1,Jan,1,1,0
T006252,C01339,2025-05-17,Net Banking,Myntra,31699,Success,Mumbai,2025,5,May,2,1,0
T006253,C00103,2025-07-13,Card,PhonePe,65978,Success,Hyderabad,2025,7,Jul,3,1,0
T006254,C00256,2025-01-15,ATM,Swiggy,27932,Failed,Bangalore,2025,1,Jan,1,0,1
T006255,C00280,2025-09-05,ATM,Zomato,55094,Success,Bangalore,2025,9,Sep,3,1,0
T006256,C00558,2025-05-07,UPI,Myntra,4381,Success,Pune,2025,5,May,2,1,0
T006257,C01057,2025-01-14,Card,Amazon,11978,Success,Mumbai,2025,1,Jan,1,1,0
T006258,C00791,2025-02-01,Card,PhonePe,61290,Success,Hyderabad,2025,2,Feb,1,1,0
T006259,C00027,2025-01-11,UPI,Amazon,76109,Success,Bangalore,2025,1,Jan,1,1,0
T006260,C01979,2025-08-16,UPI,Zomato,27577,Success,Pune,2025,8,Aug,3,1,0
T006261,C01922,2025-03-23,Card,Zomato,57906,Success,Hyderabad,2025,3,Mar,1,1,0
T006262,C01453,2025-03-01,Card,Myntra,65130,Success,Hyderabad,2025,3,Mar,1,1,0
T006263,C01730,2025-04-13,ATM,PhonePe,83491,Failed,Mumbai,2025,4,Apr,2,0,1
T006264,C01136,2025-06-04,Card,Amazon,27712,Success,Coimbatore,2025,6,Jun,2,1,0
T006265,C01088,2025-03-23,Net Banking,Zomato,8971,Success,Bangalore,2025,3,Mar,1,1,0
T006266,C00294,2025-01-28,ATM,Amazon,45995,Success,Chennai,2025,1,Jan,1,1,0
T006267,C01910,2025-06-19,Card,Myntra,93125,Success,Coimbatore,2025,6,Jun,2,1,0
T006268,C01291,2025-01-18,UPI,Amazon,76505,Success,Chennai,2025,1,Jan,1,1,0
T006269,C00403,2025-07-13,Card,PhonePe,39451,Success,Mumbai,2025,7,Jul,3,1,0
T006270,C00030,2025-05-28,Card,Flipkart,86847,Success,Pune,2025,5,May,2,1,0
T006271,C00130,2025-07-31,ATM,Swiggy,74118,Success,Kochi,2025,7,Jul,3,1,0
T006272,C01280,2025-07-09,UPI,Myntra,89653,Success,Bangalore,2025,7,Jul,3,1,0
T006273,C01581,2025-02-05,ATM,PhonePe,71172,Success,Hyderabad,2025,2,Feb,1,1,0
T006274,C01392,2025-04-18,Net Banking,Zomato,56487,Success,Hyderabad,2025,4,Apr,2,1,0
T006275,C01296,2025-04-10,ATM,Myntra,68727,Success,Chennai,2025,4,Apr,2,1,0
T006276,C00656,2025-08-18,UPI,Flipkart,40698,Success,Coimbatore,2025,8,Aug,3,1,0
T006277,C00436,2025-05-25,Net Banking,PhonePe,28656,Success,Mumbai,2025,5,May,2,1,0
T006278,C00588,2025-03-16,ATM,Amazon,69312,Success,Pune,2025,3,Mar,1,1,0
T006279,C00403,2025-04-15,ATM,Flipkart,90615,Success,Mumbai,2025,4,Apr,2,1,0
T006280,C01361,2025-02-22,Net Banking,Myntra,1217,Success,Bangalore,2025,2,Feb,1,1,0
T006281,C01541,2025-04-08,ATM,PhonePe,21968,Success,Kochi,2025,4,Apr,2,1,0
T006282,C00967,2025-02-01,Card,Swiggy,73400,Success,Mumbai,2025,2,Feb,1,1,0
T006283,C00668,2025-01-31,ATM,Flipkart,13920,Success,Pune,2025,1,Jan,1,1,0
T006284,C00963,2025-05-11,Net Banking,Amazon,44811,Success,Chennai,2025,5,May,2,1,0
T006285,C00920,2025-04-14,Net Banking,Zomato,9468,Success,Mumbai,2025,4,Apr,2,1,0
T006286,C01443,2025-07-20,ATM,Amazon,29941,Success,Coimbatore,2025,7,Jul,3,1,0
T006287,C00320,2025-05-16,Net Banking,Swiggy,57490,Success,Hyderabad,2025,5,May,2,1,0
T006288,C00733,2025-05-09,ATM,Flipkart,89173,Success,Coimbatore,2025,5,May,2,1,0
T006289,C00429,2025-04-17,UPI,Zomato,57497,Success,Mumbai,2025,4,Apr,2,1,0
T006290,C00988,2025-01-29,ATM,Swiggy,99665,Success,Mumbai,2025,1,Jan,1,1,0
T006291,C01357,2025-08-26,ATM,Zomato,42518,Success,Pune,2025,8,Aug,3,1,0
T006292,C01804,2025-04-30,UPI,Flipkart,53167,Success,Pune,2025,4,Apr,2,1,0
T006293,C01724,2025-04-17,Net Banking,Swiggy,91590,Success,Kochi,2025,4,Apr,2,1,0
T006294,C01423,2025-07-10,Card,Swiggy,30099,Success,Coimbatore,2025,7,Jul,3,1,0
T006295,C01568,2025-02-15,Card,Zomato,94363,Success,Kochi,2025,2,Feb,1,1,0
T006296,C01653,2025-03-18,ATM,Swiggy,18384,Success,Bangalore,2025,3,Mar,1,1,0
T006297,C01341,2025-08-04,UPI,Myntra,14845,Success,Pune,2025,8,Aug,3,1,0
T006298,C00749,2025-08-31,UPI,Amazon,14808,Success,Pune,2025,8,Aug,3,1,0
T006299,C00887,2025-05-02,ATM,Flipkart,71330,Success,Hyderabad,2025,5,May,2,1,0
T006300,C00153,2025-03-23,Net Banking,Zomato,37697,Success,Mumbai,2025,3,Mar,1,1,0
T006301,C01013,2025-01-10,Card,Amazon,86741,Success,Kochi,2025,1,Jan,1,1,0
T006302,C01773,2025-08-05,UPI,PhonePe,71481,Success,Pune,2025,8,Aug,3,1,0
T006303,C01506,2025-02-23,UPI,PhonePe,29373,Success,Coimbatore,2025,2,Feb,1,1,0
T006304,C00663,2025-06-29,UPI,Flipkart,99636,Success,Mumbai,2025,6,Jun,2,1,0
T006305,C01043,2025-09-01,Net Banking,Amazon,32687,Failed,Mumbai,2025,9,Sep,3,0,1
T006306,C00613,2025-07-11,Card,Zomato,26674,Success,Bangalore,2025,7,Jul,3,1,0
T006307,C01750,2025-02-22,ATM,Flipkart,39507,Success,Pune,2025,2,Feb,1,1,0
T006308,C01814,2025-04-03,ATM,Swiggy,42177,Success,Chennai,2025,4,Apr,2,1,0
T006309,C00695,2025-01-20,Card,Swiggy,94795,Success,Hyderabad,2025,1,Jan,1,1,0
T006310,C01087,2025-08-29,ATM,Zomato,25315,Success,Coimbatore,2025,8,Aug,3,1,0
T006311,C00016,2025-07-30,ATM,Flipkart,35403,Failed,Pune,2025,7,Jul,3,0,1
T006312,C01514,2025-08-12,ATM,Zomato,11722,Success,Pune,2025,8,Aug,3,1,0
T006313,C01363,2025-05-15,Net Banking,Flipkart,93850,Failed,Coimbatore,2025,5,May,2,0,1
T006314,C01048,2025-08-21,Net Banking,PhonePe,60746,Failed,Mumbai,2025,8,Aug,3,0,1
T006315,C00514,2025-05-04,Net Banking,Myntra,23675,Failed,Mumbai,2025,5,May,2,0,1
T006316,C00442,2025-06-11,Net Banking,Amazon,27509,Success,Chennai,2025,6,Jun,2,1,0
T006317,C00706,2025-06-16,Card,Zomato,73535,Success,Coimbatore,2025,6,Jun,2,1,0
T006318,C01541,2025-08-11,ATM,Zomato,69123,Success,Kochi,2025,8,Aug,3,1,0
T006319,C01778,2025-02-18,UPI,PhonePe,20418,Success,Chennai,2025,2,Feb,1,1,0
T006320,C01172,2025-09-01,Card,Amazon,93518,Failed,Hyderabad,2025,9,Sep,3,0,1
T006321,C01912,2025-09-04,ATM,Flipkart,67002,Success,Pune,2025,9,Sep,3,1,0
T006322,C00002,2025-08-10,Net Banking,Flipkart,45780,Success,Coimbatore,2025,8,Aug,3,1,0
T006323,C01188,2025-03-06,UPI,PhonePe,47355,Success,Coimbatore,2025,3,Mar,1,1,0
T006324,C00754,2025-03-13,UPI,PhonePe,80436,Success,Chennai,2025,3,Mar,1,1,0
T006325,C01104,2025-08-18,ATM,Amazon,34346,Success,Bangalore,2025,8,Aug,3,1,0
T006326,C00105,2025-08-16,ATM,Swiggy,52835,Success,Chennai,2025,8,Aug,3,1,0
T006327,C00416,2025-08-20,ATM,PhonePe,19847,Success,Hyderabad,2025,8,Aug,3,1,0
T006328,C00391,2025-03-25,Card,PhonePe,1289,Success,Kochi,2025,3,Mar,1,1,0
T006329,C00915,2025-05-29,Net Banking,Swiggy,58168,Success,Coimbatore,2025,5,May,2,1,0
T006330,C01697,2025-07-23,Net Banking,Myntra,18355,Success,Pune,2025,7,Jul,3,1,0
T006331,C00303,2025-07-19,Card,Amazon,68848,Success,Chennai,2025,7,Jul,3,1,0
T006332,C01742,2025-05-19,Net Banking,PhonePe,41221,Success,Coimbatore,2025,5,May,2,1,0
T006333,C01967,2025-06-10,ATM,Swiggy,57542,Success,Pune,2025,6,Jun,2,1,0
T006334,C01404,2025-06-24,ATM,Flipkart,2758,Success,Mumbai,2025,6,Jun,2,1,0
T006335,C01743,2025-04-03,Net Banking,Flipkart,68344,Success,Hyderabad,2025,4,Apr,2,1,0
T006336,C01334,2025-06-13,Card,Zomato,61288,Failed,Mumbai,2025,6,Jun,2,0,1
T006337,C01361,2025-02-24,Net Banking,Flipkart,10328,Success,Bangalore,2025,2,Feb,1,1,0
T006338,C00500,2025-01-05,Card,Zomato,5589,Success,Bangalore,2025,1,Jan,1,1,0
T006339,C00323,2025-07-10,Net Banking,Flipkart,67490,Success,Bangalore,2025,7,Jul,3,1,0
T006340,C00483,2025-08-30,ATM,Myntra,53213,Success,Mumbai,2025,8,Aug,3,1,0
T006341,C00101,2025-05-12,Card,Myntra,65584,Success,Pune,2025,5,May,2,1,0
T006342,C00166,2025-06-11,UPI,Zomato,31497,Success,Kochi,2025,6,Jun,2,1,0
T006343,C01336,2025-07-01,ATM,Myntra,4631,Success,Pune,2025,7,Jul,3,1,0
T006344,C00195,2025-01-16,UPI,Zomato,54108,Success,Chennai,2025,1,Jan,1,1,0
T006345,C00769,2025-04-21,ATM,Flipkart,68802,Success,Chennai,2025,4,Apr,2,1,0
T006346,C01715,2025-03-23,Card,Amazon,38124,Success,Pune,2025,3,Mar,1,1,0
T006347,C01093,2025-06-12,Card,Zomato,80751,Success,Bangalore,2025,6,Jun,2,1,0
T006348,C01749,2025-09-01,Net Banking,Flipkart,21443,Success,Bangalore,2025,9,Sep,3,1,0
T006349,C00721,2025-01-20,UPI,Myntra,340,Success,Chennai,2025,1,Jan,1,1,0
T006350,C01080,2025-04-20,UPI,Amazon,50254,Success,Pune,2025,4,Apr,2,1,0
T006351,C01586,2025-04-17,UPI,Myntra,86584,Success,Hyderabad,2025,4,Apr,2,1,0
T006352,C00375,2025-08-10,Net Banking,Amazon,38922,Success,Kochi,2025,8,Aug,3,1,0
T006353,C00037,2025-06-13,UPI,Zomato,34420,Success,Kochi,2025,6,Jun,2,1,0
T006354,C00688,2025-02-21,UPI,Myntra,49872,Success,Pune,2025,2,Feb,1,1,0
T006355,C00275,2025-08-19,Card,Swiggy,9614,Failed,Hyderabad,2025,8,Aug,3,0,1
T006356,C00853,2025-04-10,Net Banking,PhonePe,71448,Success,Chennai,2025,4,Apr,2,1,0
T006357,C00964,2025-08-12,ATM,Flipkart,10081,Success,Coimbatore,2025,8,Aug,3,1,0
T006358,C00115,2025-08-12,ATM,Myntra,35988,Success,Kochi,2025,8,Aug,3,1,0
T006359,C00434,2025-07-18,ATM,Swiggy,34975,Success,Mumbai,2025,7,Jul,3,1,0
T006360,C01735,2025-08-02,UPI,Zomato,10096,Success,Mumbai,2025,8,Aug,3,1,0
T006361,C01316,2025-08-25,UPI,Myntra,60924,Success,Bangalore,2025,8,Aug,3,1,0
T006362,C01263,2025-05-13,Card,Amazon,22242,Success,Mumbai,2025,5,May,2,1,0
T006363,C01350,2025-01-07,Card,Myntra,98276,Success,Pune,2025,1,Jan,1,1,0
T006364,C00872,2025-04-22,Net Banking,Amazon,33206,Success,Hyderabad,2025,4,Apr,2,1,0
T006365,C00480,2025-08-27,ATM,Myntra,26209,Success,Mumbai,2025,8,Aug,3,1,0
T006366,C01024,2025-07-15,UPI,Swiggy,59748,Success,Kochi,2025,7,Jul,3,1,0
T006367,C00649,2025-04-02,Card,Myntra,8749,Success,Chennai,2025,4,Apr,2,1,0
T006368,C01883,2025-07-24,ATM,Swiggy,98894,Success,Coimbatore,2025,7,Jul,3,1,0
T006369,C00365,2025-02-10,UPI,Flipkart,66638,Failed,Kochi,2025,2,Feb,1,0,1
T006370,C01845,2025-05-21,UPI,Swiggy,85765,Success,Chennai,2025,5,May,2,1,0
T006371,C01043,2025-05-31,Card,Flipkart,14604,Success,Mumbai,2025,5,May,2,1,0
T006372,C01788,2025-04-11,UPI,Amazon,20799,Success,Mumbai,2025,4,Apr,2,1,0
T006373,C00881,2025-02-12,Card,Amazon,43040,Success,Pune,2025,2,Feb,1,1,0
T006374,C00978,2025-07-08,ATM,Myntra,17908,Success,Kochi,2025,7,Jul,3,1,0
T006375,C01881,2025-06-03,UPI,Flipkart,78846,Success,Mumbai,2025,6,Jun,2,1,0
T006376,C00111,2025-03-05,ATM,Swiggy,6106,Success,Kochi,2025,3,Mar,1,1,0
T006377,C00345,2025-05-05,Card,PhonePe,52192,Success,Kochi,2025,5,May,2,1,0
T006378,C01615,2025-09-07,ATM,PhonePe,30292,Success,Chennai,2025,9,Sep,3,1,0
T006379,C00577,2025-03-17,UPI,Myntra,30504,Success,Hyderabad,2025,3,Mar,1,1,0
T006380,C00805,2025-04-01,Card,Flipkart,78235,Success,Hyderabad,2025,4,Apr,2,1,0
T006381,C00545,2025-02-09,Card,Myntra,68853,Success,Hyderabad,2025,2,Feb,1,1,0
T006382,C00461,2025-01-07,Net Banking,Myntra,33478,Success,Bangalore,2025,1,Jan,1,1,0
T006383,C00589,2025-05-23,Net Banking,Myntra,32316,Success,Chennai,2025,5,May,2,1,0
T006384,C01210,2025-06-16,UPI,PhonePe,41954,Success,Mumbai,2025,6,Jun,2,1,0
T006385,C00682,2025-09-07,UPI,Swiggy,88058,Success,Kochi,2025,9,Sep,3,1,0
T006386,C01015,2025-06-19,UPI,Swiggy,76718,Success,Mumbai,2025,6,Jun,2,1,0
T006387,C00646,2025-01-31,ATM,Flipkart,61261,Success,Pune,2025,1,Jan,1,1,0
T006388,C00215,2025-01-16,UPI,Zomato,33278,Success,Hyderabad,2025,1,Jan,1,1,0
T006389,C00964,2025-05-27,ATM,PhonePe,14153,Success,Coimbatore,2025,5,May,2,1,0
T006390,C00966,2025-02-01,Net Banking,Swiggy,93719,Success,Bangalore,2025,2,Feb,1,1,0
T006391,C00411,2025-07-01,Card,Swiggy,51805,Success,Coimbatore,2025,7,Jul,3,1,0
T006392,C01823,2025-05-10,Card,PhonePe,52021,Success,Kochi,2025,5,May,2,1,0
T006393,C01912,2025-05-05,ATM,Zomato,38605,Success,Pune,2025,5,May,2,1,0
T006394,C01227,2025-04-07,Net Banking,Zomato,743,Success,Mumbai,2025,4,Apr,2,1,0
T006395,C00449,2025-04-11,Net Banking,Myntra,7708,Success,Kochi,2025,4,Apr,2,1,0
T006396,C01744,2025-08-14,Net Banking,Swiggy,13670,Success,Mumbai,2025,8,Aug,3,1,0
T006397,C01144,2025-01-28,UPI,Flipkart,57294,Success,Coimbatore,2025,1,Jan,1,1,0
T006398,C00432,2025-05-09,ATM,Swiggy,17500,Success,Chennai,2025,5,May,2,1,0
T006399,C01390,2025-08-30,Card,Amazon,40225,Success,Bangalore,2025,8,Aug,3,1,0
T006400,C00506,2025-07-18,Card,Amazon,52811,Success,Mumbai,2025,7,Jul,3,1,0
T006401,C00811,2025-06-05,Card,Zomato,57923,Success,Coimbatore,2025,6,Jun,2,1,0
T006402,C01413,2025-08-24,Net Banking,Zomato,73584,Success,Coimbatore,2025,8,Aug,3,1,0
T006403,C01145,2025-08-28,UPI,Flipkart,87451,Success,Pune,2025,8,Aug,3,1,0
T006404,C00876,2025-02-20,Net Banking,Zomato,68682,Success,Hyderabad,2025,2,Feb,1,1,0
T006405,C00646,2025-02-08,Card,Myntra,72645,Success,Pune,2025,2,Feb,1,1,0
T006406,C00693,2025-03-04,Net Banking,Zomato,35179,Success,Bangalore,2025,3,Mar,1,1,0
T006407,C01700,2025-08-14,ATM,PhonePe,28963,Success,Bangalore,2025,8,Aug,3,1,0
T006408,C01959,2025-06-09,Card,Flipkart,78666,Success,Kochi,2025,6,Jun,2,1,0
T006409,C01517,2025-06-28,Net Banking,Amazon,68508,Success,Kochi,2025,6,Jun,2,1,0
T006410,C00709,2025-02-18,ATM,PhonePe,73350,Success,Bangalore,2025,2,Feb,1,1,0
T006411,C01802,2025-03-02,Card,Myntra,4057,Success,Hyderabad,2025,3,Mar,1,1,0
T006412,C00521,2025-06-08,Net Banking,Myntra,40021,Success,Mumbai,2025,6,Jun,2,1,0
T006413,C00674,2025-03-11,Net Banking,Flipkart,88175,Success,Pune,2025,3,Mar,1,1,0
T006414,C00921,2025-08-08,Net Banking,Amazon,36205,Success,Hyderabad,2025,8,Aug,3,1,0
T006415,C01952,2025-06-07,UPI,PhonePe,54758,Success,Kochi,2025,6,Jun,2,1,0
T006416,C00139,2025-06-04,Card,Swiggy,51134,Failed,Kochi,2025,6,Jun,2,0,1
T006417,C00689,2025-05-28,Net Banking,Zomato,30641,Success,Mumbai,2025,5,May,2,1,0
T006418,C00193,2025-07-19,UPI,Myntra,26389,Success,Bangalore,2025,7,Jul,3,1,0
T006419,C00514,2025-01-06,Card,Zomato,27047,Success,Mumbai,2025,1,Jan,1,1,0
T006420,C00823,2025-05-19,UPI,Amazon,68111,Success,Bangalore,2025,5,May,2,1,0
T006421,C00042,2025-03-17,UPI,Myntra,88498,Success,Chennai,2025,3,Mar,1,1,0
T006422,C01810,2025-03-22,Net Banking,PhonePe,83871,Success,Mumbai,2025,3,Mar,1,1,0
T006423,C00440,2025-01-09,Net Banking,Myntra,21274,Success,Hyderabad,2025,1,Jan,1,1,0
T006424,C01839,2025-06-25,Net Banking,Myntra,59596,Success,Bangalore,2025,6,Jun,2,1,0
T006425,C01388,2025-07-04,Net Banking,PhonePe,77195,Success,Pune,2025,7,Jul,3,1,0
T006426,C00656,2025-05-10,Net Banking,Flipkart,30456,Success,Coimbatore,2025,5,May,2,1,0
T006427,C00632,2025-07-15,UPI,Amazon,4300,Success,Coimbatore,2025,7,Jul,3,1,0
T006428,C01760,2025-03-26,Net Banking,PhonePe,93669,Success,Kochi,2025,3,Mar,1,1,0
T006429,C01911,2025-08-22,UPI,Flipkart,50567,Success,Kochi,2025,8,Aug,3,1,0
T006430,C00978,2025-06-27,ATM,PhonePe,8839,Success,Kochi,2025,6,Jun,2,1,0
T006431,C00295,2025-08-04,UPI,Flipkart,64396,Success,Coimbatore,2025,8,Aug,3,1,0
T006432,C01278,2025-06-14,Card,Myntra,21675,Success,Chennai,2025,6,Jun,2,1,0
T006433,C01957,2025-06-22,UPI,PhonePe,53096,Success,Pune,2025,6,Jun,2,1,0
T006434,C01086,2025-03-16,UPI,Myntra,91285,Success,Kochi,2025,3,Mar,1,1,0
T006435,C01148,2025-07-19,Card,Swiggy,25436,Success,Pune,2025,7,Jul,3,1,0
T006436,C00465,2025-01-16,Card,Flipkart,59833,Success,Chennai,2025,1,Jan,1,1,0
T006437,C00417,2025-02-01,Card,Swiggy,74219,Success,Coimbatore,2025,2,Feb,1,1,0
T006438,C01012,2025-01-06,Net Banking,Amazon,57143,Success,Kochi,2025,1,Jan,1,1,0
T006439,C01710,2025-03-07,Card,PhonePe,93159,Failed,Pune,2025,3,Mar,1,0,1
T006440,C00196,2025-03-11,Card,Amazon,726,Success,Hyderabad,2025,3,Mar,1,1,0
T006441,C01504,2025-03-11,UPI,Zomato,48543,Success,Mumbai,2025,3,Mar,1,1,0
T006442,C00306,2025-03-03,UPI,Amazon,95334,Success,Chennai,2025,3,Mar,1,1,0
T006443,C01985,2025-07-18,UPI,Zomato,79695,Success,Coimbatore,2025,7,Jul,3,1,0
T006444,C01197,2025-04-16,ATM,Flipkart,96172,Success,Kochi,2025,4,Apr,2,1,0
T006445,C01356,2025-08-18,Card,Myntra,40143,Success,Pune,2025,8,Aug,3,1,0
T006446,C01893,2025-02-22,Card,Swiggy,77260,Success,Kochi,2025,2,Feb,1,1,0
T006447,C01180,2025-07-30,ATM,Swiggy,15161,Success,Kochi,2025,7,Jul,3,1,0
T006448,C01315,2025-08-24,Net Banking,Myntra,25646,Success,Hyderabad,2025,8,Aug,3,1,0
T006449,C00836,2025-06-11,Card,Swiggy,58473,Success,Pune,2025,6,Jun,2,1,0
T006450,C00751,2025-05-11,Net Banking,PhonePe,92144,Failed,Mumbai,2025,5,May,2,0,1
T006451,C01367,2025-09-05,ATM,Myntra,63580,Success,Pune,2025,9,Sep,3,1,0
T006452,C01865,2025-01-16,Card,Flipkart,77035,Success,Chennai,2025,1,Jan,1,1,0
T006453,C00293,2025-04-01,UPI,Zomato,90959,Success,Bangalore,2025,4,Apr,2,1,0
T006454,C00942,2025-01-31,Card,Flipkart,93779,Success,Coimbatore,2025,1,Jan,1,1,0
T006455,C01573,2025-06-12,UPI,Zomato,38042,Failed,Hyderabad,2025,6,Jun,2,0,1
T006456,C01435,2025-01-06,Card,Amazon,20783,Success,Coimbatore,2025,1,Jan,1,1,0
T006457,C01954,2025-07-23,UPI,Amazon,38571,Success,Chennai,2025,7,Jul,3,1,0
T006458,C01844,2025-01-26,Net Banking,Myntra,52115,Success,Pune,2025,1,Jan,1,1,0
T006459,C00953,2025-04-01,ATM,Zomato,178,Success,Kochi,2025,4,Apr,2,1,0
T006460,C00319,2025-08-14,Net Banking,PhonePe,92718,Success,Kochi,2025,8,Aug,3,1,0
T006461,C00960,2025-01-27,Net Banking,Zomato,28017,Success,Coimbatore,2025,1,Jan,1,1,0
T006462,C00668,2025-01-03,Net Banking,Swiggy,23489,Failed,Pune,2025,1,Jan,1,0,1
T006463,C00940,2025-02-10,UPI,Myntra,38649,Success,Kochi,2025,2,Feb,1,1,0
T006464,C01122,2025-06-11,UPI,Zomato,94378,Success,Kochi,2025,6,Jun,2,1,0
T006465,C00815,2025-02-04,ATM,Zomato,4641,Success,Hyderabad,2025,2,Feb,1,1,0
T006466,C00713,2025-03-21,ATM,Amazon,52039,Success,Bangalore,2025,3,Mar,1,1,0
T006467,C00476,2025-05-28,UPI,Swiggy,66982,Success,Bangalore,2025,5,May,2,1,0
T006468,C00863,2025-03-11,Net Banking,Flipkart,44069,Success,Mumbai,2025,3,Mar,1,1,0
T006469,C01692,2025-03-14,Net Banking,Zomato,67257,Success,Chennai,2025,3,Mar,1,1,0
T006470,C01339,2025-01-12,ATM,Zomato,81411,Success,Mumbai,2025,1,Jan,1,1,0
T006471,C01421,2025-08-21,UPI,Swiggy,93164,Success,Chennai,2025,8,Aug,3,1,0
T006472,C00719,2025-01-09,ATM,Zomato,8576,Success,Pune,2025,1,Jan,1,1,0
T006473,C00061,2025-06-29,Net Banking,Flipkart,12367,Success,Chennai,2025,6,Jun,2,1,0
