loan_id,customer_id,loan_type,loan_amount,interest_rate,emi,status,is_active
L00910,C00270,Business Loan,4281093,8.41,41696,Active,1
L00911,C00297,Home Loan,1933236,8.45,33451,Active,1
L00912,C00519,Gold Loan,2750307,12.52,5721,Active,1
L00913,C01328,Business Loan,3486472,13.8,35521,Active,1
L00914,C01269,Car Loan,1676185,7.24,12143,Closed,0
L00915,C00385,Car Loan,2860000,7.86,40583,Closed,0
L00916,C01693,Home Loan,3754601,11.72,12561,Closed,0
L00917,C00683,Business Loan,3268198,10.49,50230,Active,1
L00918,C00245,Education Loan,382244,11.52,13120,Closed,0
L00919,C01051,Education Loan,1695915,13.79,49976,Closed,0
L00920,C01096,Education Loan,3566538,12.45,26696,Closed,0
L00921,C01874,Gold Loan,851822,7.93,58068,Active,1
L00922,C01914,Education Loan,2974308,13.51,54401,Active,1
L00923,C01809,Home Loan,934235,7.25,56946,Closed,0
L00924,C00435,Home Loan,3386242,13.0,24901,Closed,0
L00925,C01658,Education Loan,4008917,12.02,47884,Closed,0
L00926,C01257,Education Loan,927060,8.48,7761,Active,1
L00927,C01938,Personal Loan,1286539,11.42,47870,Active,1
L00928,C00018,Car Loan,1463910,12.96,39107,Closed,0
L00929,C01284,Personal Loan,2176556,10.16,29238,Closed,0
L00930,C01411,Car Loan,2482752,13.75,5823,Closed,0
L00931,C00662,Car Loan,4586010,10.62,25013,Active,1
L00932,C00793,Business Loan,471955,9.14,40979,Closed,0
L00933,C01055,Business Loan,4578846,13.72,40913,Closed,0
L00934,C01273,Gold Loan,4619435,13.06,22957,Closed,0
L00935,C01731,Home Loan,3368590,7.27,54667,Closed,0
L00936,C01188,Home Loan,4840610,11.45,42067,Closed,0
L00937,C00100,Car Loan,1163593,7.74,40072,Active,1
L00938,C00384,Home Loan,4219519,10.25,15713,Active,1
L00939,C01092,Business Loan,808441,9.31,4310,Active,1
L00940,C01986,Business Loan,1898933,8.45,28387,Closed,0
L00941,C00920,Home Loan,2949630,7.99,35321,Active,1
L00942,C00724,Personal Loan,4586108,9.15,49221,Active,1
L00943,C01919,Gold Loan,3815438,11.12,9812,Active,1
L00944,C00294,Car Loan,1898453,13.45,12168,Closed,0
L00945,C01066,Business Loan,4322046,12.47,53496,Active,1
L00946,C00623,Home Loan,3593656,8.21,21039,Active,1
L00947,C00281,Home Loan,1129518,11.7,10345,Active,1
L00948,C01525,Car Loan,2575663,11.56,23318,Closed,0
L00949,C00032,Personal Loan,2555370,12.3,48753,Active,1
L00950,C00038,Gold Loan,641800,9.72,37999,Active,1
L00951,C01803,Home Loan,4200324,7.72,34590,Closed,0
L00952,C01390,Business Loan,4158110,8.62,43621,Closed,0
L00953,C01926,Home Loan,2596177,11.44,54683,Closed,0
L00954,C00022,Education Loan,1646343,13.06,14268,Active,1
L00955,C00631,Home Loan,2091213,11.44,47235,Closed,0
L00956,C00019,Car Loan,2595072,13.47,9723,Active,1
L00957,C00155,Education Loan,4712030,9.4,30836,Active,1
L00958,C01844,Gold Loan,2653653,8.4,7544,Closed,0
L00959,C00691,Car Loan,323788,7.59,42327,Active,1
L00960,C00515,Personal Loan,745573,13.39,37661,Closed,0
L00961,C01099,Education Loan,3639180,10.2,25625,Closed,0
L00962,C00602,Education Loan,4257668,12.4,16188,Closed,0
L00963,C00496,Personal Loan,1314162,7.24,21496,Active,1
L00964,C00833,Business Loan,3025168,8.33,41163,Active,1
L00965,C01409,Business Loan,4010525,13.63,56269,Active,1
L00966,C00138,Car Loan,3241069,7.79,36761,Closed,0
L00967,C01808,Home Loan,1422366,10.33,56852,Active,1
L00968,C01823,Business Loan,1135476,8.87,28554,Closed,0
L00969,C01103,Personal Loan,797870,9.13,48208,Closed,0
L00970,C00574,Personal Loan,2850536,12.4,36303,Active,1
L00971,C00487,Personal Loan,2271367,11.43,43909,Closed,0
L00972,C01709,Business Loan,3672672,12.96,50350,Closed,0
L00973,C01996,Gold Loan,3806440,11.74,35153,Active,1
L00974,C01944,Personal Loan,2139810,10.44,19758,Active,1
L00975,C01238,Personal Loan,777655,8.73,12059,Closed,0
L00976,C01942,Home Loan,3350322,7.5,29404,Closed,0
L00977,C00828,Home Loan,3049585,9.77,56284,Active,1
L00978,C01867,Education Loan,2166373,13.46,4768,Closed,0
L00979,C01478,Gold Loan,3461359,11.32,46665,Active,1
L00980,C00784,Home Loan,3652786,12.16,9210,Active,1
L00981,C00567,Personal Loan,4431668,11.73,7627,Active,1
L00982,C01567,Car Loan,4750815,13.52,15150,Closed,0
L00983,C01771,Education Loan,1469572,7.58,31996,Closed,0
L00984,C00974,Education Loan,448678,9.1,22468,Active,1
L00985,C00609,Personal Loan,2284288,7.76,12598,Closed,0
L00986,C00646,Education Loan,1350007,9.96,28895,Active,1
L00987,C00526,Education Loan,2540538,8.72,50131,Active,1
L00988,C00899,Personal Loan,2613360,10.24,28781,Closed,0
L00989,C01991,Gold Loan,135733,13.73,26392,Active,1
L00990,C00147,Personal Loan,4082086,12.3,16747,Closed,0
L00991,C00582,Education Loan,3206188,9.66,50302,Active,1
L00992,C01010,Education Loan,4089217,13.38,15152,Closed,0
L00993,C01581,Gold Loan,1528428,13.26,14067,Closed,0
L00994,C01045,Car Loan,655014,8.23,38311,Closed,0
L00995,C01312,Education Loan,939030,7.94,51239,Active,1
L00996,C00874,Home Loan,1387671,8.96,49793,Closed,0
L00997,C00919,Business Loan,4808357,11.2,21780,Active,1
L00998,C01194,Car Loan,361923,9.85,39138,Active,1
L00999,C00364,Education Loan,2960732,9.81,8915,Active,1
L01000,C00603,Home Loan,4739463,9.98,57608,Active,1
L01001,C00294,Car Loan,4422217,13.56,35985,Closed,0
L01002,C01067,Home Loan,303335,9.65,13467,Closed,0
L01003,C00943,Home Loan,3297895,9.43,28666,Active,1
L01004,C01289,Gold Loan,4541808,12.17,23770,Active,1
L01005,C01905,Personal Loan,264869,9.35,10264,Closed,0
L01006,C01622,Personal Loan,4263809,7.18,34686,Closed,0
L01007,C01804,Car Loan,3947101,12.36,3508,Active,1
L01008,C00861,Business Loan,3198476,13.99,4083,Active,1
L01009,C01359,Personal Loan,1669872,9.66,35216,Active,1
L01010,C00820,Car Loan,2097777,11.72,7728,Active,1
L01011,C01664,Education Loan,4580302,11.15,28370,Active,1
L01012,C01920,Personal Loan,2799479,9.06,17801,Closed,0
L01013,C01331,Home Loan,1414676,11.12,4254,Closed,0
L01014,C00737,Business Loan,4796957,12.69,17356,Closed,0
L01015,C01719,Business Loan,3102496,7.97,56542,Active,1
L01016,C00696,Home Loan,529597,8.94,23710,Active,1
L01017,C01530,Home Loan,3398367,11.5,53076,Closed,0
L01018,C00026,Car Loan,4715360,10.59,40923,Closed,0
L01019,C01165,Personal Loan,2239725,8.48,44923,Active,1
L01020,C00690,Business Loan,4339773,8.72,13175,Closed,0
L01021,C01693,Education Loan,520448,8.18,10032,Closed,0
L01022,C01112,Gold Loan,3325585,9.82,46539,Active,1
L01023,C00330,Business Loan,1576267,10.67,58848,Active,1
L01024,C00527,Business Loan,4293723,11.24,25928,Closed,0
L01025,C01762,Gold Loan,4994893,11.63,9192,Closed,0
L01026,C01131,Home Loan,3118888,13.94,47285,Active,1
L01027,C01979,Education Loan,777480,12.18,7518,Closed,0
L01028,C00495,Business Loan,1899011,8.56,27762,Closed,0
L01029,C01561,Gold Loan,2613608,8.99,15892,Closed,0
L01030,C00956,Gold Loan,2415402,8.6,18255,Closed,0
L01031,C01317,Personal Loan,3658925,13.6,33518,Closed,0
L01032,C01664,Car Loan,3369617,10.04,59793,Active,1
L01033,C00224,Car Loan,2987080,9.79,45281,Active,1
L01034,C01831,Education Loan,78110,11.17,28093,Closed,0
L01035,C01376,Home Loan,3154299,10.07,35334,Closed,0
L01036,C00856,Home Loan,688704,10.3,38709,Active,1
L01037,C01385,Business Loan,3244891,12.97,59747,Closed,0
L01038,C01534,Gold Loan,4001631,8.59,32653,Closed,0
L01039,C01887,Business Loan,288942,8.05,42227,Closed,0
L01040,C01497,Gold Loan,1172802,13.61,35520,Active,1
L01041,C00026,Home Loan,4977591,13.28,31006,Closed,0
L01042,C00810,Car Loan,1329262,7.74,22146,Closed,0
L01043,C01337,Education Loan,2686614,10.89,48397,Closed,0
L01044,C00401,Business Loan,3604381,10.93,57185,Closed,0
L01045,C01726,Personal Loan,4726221,7.16,28674,Closed,0
L01046,C00218,Car Loan,3186177,10.26,40717,Closed,0
L01047,C00712,Gold Loan,3862522,8.38,59667,Active,1
L01048,C00702,Gold Loan,3607920,12.02,40887,Closed,0
L01049,C01318,Personal Loan,4491056,7.56,30812,Active,1
L01050,C00386,Gold Loan,228981,7.88,54756,Active,1
L01051,C01755,Personal Loan,4085397,13.11,29391,Active,1
L01052,C01219,Home Loan,3357559,11.98,53907,Closed,0
L01053,C01595,Business Loan,4238880,8.44,53542,Closed,0
L01054,C00806,Business Loan,3940859,11.76,28125,Closed,0
L01055,C01195,Education Loan,2528753,13.9,35736,Active,1
L01056,C01093,Home Loan,4096246,9.49,17875,Closed,0
L01057,C00080,Business Loan,3676102,7.75,44523,Closed,0
L01058,C01582,Gold Loan,2937465,7.79,55651,Closed,0
L01059,C00648,Education Loan,1879994,12.75,21556,Closed,0
L01060,C00120,Education Loan,468282,8.07,5283,Active,1
L01061,C01816,Education Loan,1581741,10.03,30218,Closed,0
L01062,C01892,Education Loan,1413641,12.4,32814,Active,1
L01063,C00440,Personal Loan,1540952,9.65,16629,Closed,0
L01064,C00409,Home Loan,4785275,9.89,36856,Active,1
L01065,C00624,Personal Loan,3576683,11.07,7672,Active,1
L01066,C01818,Home Loan,424831,10.01,39459,Closed,0
L01067,C00324,Education Loan,3897563,7.84,27278,Closed,0
L01068,C01198,Home Loan,2581027,12.07,33715,Active,1
L01069,C00150,Personal Loan,4605256,8.48,47270,Closed,0
L01070,C01405,Car Loan,2505122,7.55,54298,Closed,0
L01071,C00565,Education Loan,278636,10.41,10045,Closed,0
L01072,C00087,Home Loan,3669901,11.48,47422,Closed,0
L01073,C00712,Personal Loan,4652407,9.32,16120,Active,1
L01074,C00065,Car Loan,2799648,9.62,48542,Closed,0
L01075,C01094,Car Loan,1579617,8.05,59511,Active,1
L01076,C01773,Gold Loan,488313,7.13,28222,Closed,0
L01077,C01477,Gold Loan,4062434,11.53,23040,Active,1
L01078,C00609,Car Loan,1186891,11.47,8437,Active,1
L01079,C00432,Car Loan,1257322,7.01,27809,Closed,0
L01080,C01737,Personal Loan,617711,13.47,4798,Closed,0
L01081,C01710,Gold Loan,3649182,9.92,33972,Active,1
L01082,C01965,Gold Loan,4731135,7.85,35043,Closed,0
L01083,C00291,Home Loan,725872,13.69,34680,Active,1
L01084,C00301,Personal Loan,391586,8.86,48643,Closed,0
L01085,C01040,Personal Loan,3382323,12.65,42575,Active,1
L01086,C01532,Gold Loan,855737,9.84,30205,Closed,0
L01087,C01118,Gold Loan,903701,12.82,30651,Closed,0
L01088,C01439,Personal Loan,1451655,12.33,13034,Active,1
L01089,C01113,Education Loan,578155,11.79,12134,Active,1
L01090,C00487,Home Loan,3099313,7.17,40412,Closed,0
L01091,C01701,Personal Loan,4861902,8.82,39086,Active,1
L01092,C01829,Car Loan,4493167,10.83,48551,Closed,0
L01093,C00813,Home Loan,4735197,8.02,48629,Closed,0
L01094,C00619,Home Loan,3979363,10.96,59137,Closed,0
L01095,C01896,Personal Loan,2656771,9.18,55310,Active,1
L01096,C01374,Education Loan,3145107,9.64,58560,Closed,0
L01097,C00183,Business Loan,3392276,8.3,17582,Active,1
L01098,C00483,Business Loan,1564772,11.34,3648,Active,1
L01099,C01878,Gold Loan,4976355,10.38,28203,Active,1
L01100,C00082,Personal Loan,1179229,12.62,28694,Closed,0
L01101,C01744,Business Loan,88527,13.82,33116,Active,1
L01102,C00776,Gold Loan,4042831,11.75,48516,Closed,0
L01103,C01350,Home Loan,1010386,11.34,58378,Active,1
L01104,C01905,Gold Loan,568543,11.22,20733,Closed,0
L01105,C01284,Business Loan,784140,9.76,33809,Active,1
L01106,C01231,Home Loan,2089058,7.07,11460,Active,1
L01107,C00180,Business Loan,3117238,11.1,53583,Closed,0
L01108,C00328,Education Loan,1956456,7.78,53133,Closed,0
L01109,C01797,Education Loan,2995051,13.08,35196,Active,1
L01110,C00381,Car Loan,951542,8.1,28531,Closed,0
L01111,C01491,Home Loan,2133537,13.72,36836,Closed,0
L01112,C00256,Home Loan,854768,13.57,40157,Closed,0
L01113,C01649,Business Loan,1616677,8.12,20340,Active,1
L01114,C01415,Car Loan,2187431,12.54,20279,Active,1
L01115,C01469,Gold Loan,3405161,10.02,8618,Closed,0
L01116,C01175,Gold Loan,1532900,11.85,11799,Active,1
L01117,C01794,Business Loan,4166222,12.79,48938,Closed,0
L01118,C01678,Business Loan,3293501,7.46,15328,Active,1
L01119,C00714,Car Loan,4982501,7.83,17377,Active,1
L01120,C01649,Home Loan,1009386,11.96,14171,Closed,0
L01121,C00717,Education Loan,558479,12.46,8050,Active,1
L01122,C00114,Business Loan,370941,10.87,10462,Closed,0
L01123,C01925,Business Loan,67629,10.68,10273,Active,1
L01124,C00697,Personal Loan,4397552,12.03,31989,Active,1
L01125,C00307,Car Loan,1350058,13.34,48282,Closed,0
L01126,C00951,Home Loan,1922965,10.02,40271,Closed,0
L01127,C01189,Personal Loan,2700208,10.35,35276,Active,1
L01128,C01617,Education Loan,4875643,8.1,3120,Closed,0
L01129,C01451,Education Loan,4882577,13.67,43325,Active,1
L01130,C01837,Home Loan,3720147,8.0,8630,Active,1
L01131,C00984,Home Loan,1568929,11.92,50446,Active,1
L01132,C00785,Education Loan,824701,9.7,48241,Closed,0
L01133,C00371,Education Loan,498654,8.06,50881,Closed,0
L01134,C00163,Home Loan,1439380,9.92,9391,Active,1
L01135,C01095,Personal Loan,161259,10.85,57682,Active,1
L01136,C00039,Business Loan,776922,9.13,17835,Active,1
L01137,C01715,Business Loan,2044606,10.75,57517,Closed,0
L01138,C01727,Home Loan,2814247,12.61,19247,Active,1
L01139,C01388,Home Loan,4379681,11.16,18058,Active,1
L01140,C00987,Personal Loan,718348,8.61,33320,Active,1
L01141,C01163,Business Loan,4407729,10.3,14769,Closed,0
L01142,C01905,Education Loan,661077,8.47,52033,Active,1
L01143,C00620,Personal Loan,1999584,10.55,46947,Closed,0
L01144,C01033,Home Loan,4978344,7.05,51577,Closed,0
L01145,C01666,Gold Loan,3899518,11.32,21462,Active,1
L01146,C01471,Education Loan,3881453,12.16,42735,Closed,0
L01147,C01086,Car Loan,1301411,9.61,58189,Active,1
L01148,C00386,Business Loan,2756547,12.96,7463,Active,1
L01149,C00251,Gold Loan,3913388,11.39,20114,Closed,0
L01150,C01101,Gold Loan,2861203,12.66,10959,Closed,0
L01151,C00518,Car Loan,1479810,11.7,16446,Closed,0
L01152,C00524,Home Loan,1519742,9.61,39464,Closed,0
L01153,C01624,Car Loan,583219,7.07,37405,Active,1
L01154,C01298,Home Loan,3772236,7.67,3091,Closed,0
L01155,C00561,Business Loan,2777163,8.7,25252,Closed,0
L01156,C00589,Gold Loan,3379397,11.89,39642,Closed,0
L01157,C01394,Personal Loan,2891297,8.76,59632,Closed,0
L01158,C01994,Education Loan,2823242,8.65,36516,Active,1
L01159,C01526,Education Loan,3697988,10.76,27154,Active,1
L01160,C00265,Car Loan,4005840,10.67,55935,Active,1
L01161,C00024,Gold Loan,1043023,12.55,12905,Active,1
L01162,C01996,Business Loan,4413858,10.98,54758,Closed,0
L01163,C00524,Car Loan,3585011,11.06,16207,Active,1
L01164,C00859,Business Loan,795416,12.65,57761,Closed,0
L01165,C01389,Gold Loan,664679,9.72,43362,Active,1
L01166,C01461,Business Loan,208477,10.45,44439,Closed,0
L01167,C01852,Car Loan,2912133,7.81,48286,Closed,0
L01168,C00592,Business Loan,1566716,8.67,4636,Closed,0
L01169,C01423,Education Loan,596944,12.95,43421,Active,1
L01170,C00235,Education Loan,2328967,12.47,59814,Closed,0
L01171,C00336,Car Loan,1404017,8.88,29811,Closed,0
L01172,C00245,Business Loan,1878796,7.44,49844,Closed,0
L01173,C01690,Education Loan,1717441,11.81,4603,Closed,0
L01174,C00723,Personal Loan,2903652,10.73,39968,Active,1
L01175,C00332,Gold Loan,2342075,13.75,24588,Closed,0
L01176,C01876,Home Loan,2027365,8.34,7533,Closed,0
L01177,C01522,Business Loan,3176529,13.35,15869,Active,1
L01178,C00502,Personal Loan,2364075,9.91,17377,Closed,0
L01179,C00730,Home Loan,3560076,11.32,39151,Active,1
L01180,C01346,Education Loan,4022573,10.37,13346,Active,1
L01181,C00631,Personal Loan,4769830,13.98,59108,Active,1
L01182,C01029,Business Loan,4653394,11.75,12287,Closed,0
L01183,C01733,Home Loan,3203485,12.07,30883,Closed,0
L01184,C00853,Car Loan,3029981,9.52,17284,Active,1
L01185,C01067,Car Loan,205147,13.11,20454,Closed,0
L01186,C00886,Business Loan,3417523,9.1,27311,Closed,0
L01187,C01906,Car Loan,53717,9.92,36931,Closed,0
L01188,C00307,Car Loan,1868417,8.13,15374,Closed,0
L01189,C01192,Personal Loan,95673,13.08,39262,Active,1
L01190,C00151,Home Loan,4587420,10.43,10431,Active,1
L01191,C01163,Business Loan,1636237,12.1,13775,Active,1
L01192,C01423,Home Loan,3018461,13.76,44099,Closed,0
L01193,C00917,Personal Loan,1752419,10.76,46714,Active,1
L01194,C00836,Gold Loan,449912,7.53,56835,Closed,0
L01195,C00144,Business Loan,956246,13.19,18984,Closed,0
L01196,C01387,Car Loan,546704,11.83,41838,Closed,0
L01197,C01937,Business Loan,319061,12.47,26675,Active,1
L01198,C01049,Car Loan,439359,9.07,35374,Closed,0
L01199,C00495,Car Loan,350476,8.65,10926,Closed,0
L01200,C01203,Education Loan,2510195,7.45,17660,Active,1
L01201,C00338,Business Loan,2673587,9.48,59182,Active,1
L01202,C01683,Personal Loan,3593179,9.85,58598,Active,1
L01203,C01955,Personal Loan,1921221,9.35,50684,Active,1
L01204,C01020,Gold Loan,4862804,11.6,9921,Active,1
L01205,C01748,Business Loan,1512326,13.7,40612,Active,1
L01206,C00508,Home Loan,2755604,7.52,13160,Closed,0
L01207,C00176,Business Loan,197991,9.46,45012,Active,1
L01208,C00544,Education Loan,4872596,9.94,6360,Closed,0
L01209,C00773,Personal Loan,2090166,13.84,17216,Active,1
L01210,C01210,Car Loan,3897856,11.04,49387,Closed,0
L01211,C00828,Business Loan,4468010,9.36,20427,Active,1
L01212,C00535,Gold Loan,3283786,12.59,57295,Closed,0
L01213,C00666,Business Loan,1355166,11.27,19953,Closed,0
L01214,C01720,Personal Loan,4050100,8.45,17392,Active,1
L01215,C00086,Personal Loan,107849,8.91,9494,Closed,0
L01216,C01368,Education Loan,1321520,8.65,45741,Active,1
L01217,C00750,Personal Loan,441891,13.87,11240,Active,1
L01218,C01215,Car Loan,150208,12.26,10117,Active,1
L01219,C00279,Business Loan,2935312,7.94,34988,Active,1
L01220,C01097,Education Loan,2499888,7.68,28324,Closed,0
L01221,C00853,Education Loan,2033117,10.15,35348,Active,1
L01222,C01294,Car Loan,2027197,11.48,34118,Active,1
L01223,C01568,Education Loan,3131790,7.57,18466,Closed,0
L01224,C01968,Personal Loan,2744167,9.46,20219,Closed,0
L01225,C01517,Personal Loan,1107142,8.07,38089,Closed,0
L01226,C00939,Education Loan,3296444,7.25,43063,Closed,0
L01227,C00629,Business Loan,62198,11.03,8978,Active,1
L01228,C00780,Home Loan,1949487,9.61,9432,Closed,0
L01229,C00208,Car Loan,860137,10.81,59906,Closed,0
L01230,C01275,Car Loan,525783,7.4,36396,Closed,0
L01231,C00687,Education Loan,115319,10.86,28338,Closed,0
L01232,C00555,Gold Loan,2332836,11.18,23571,Closed,0
L01233,C01525,Gold Loan,4798498,12.77,33302,Closed,0
L01234,C00755,Education Loan,607816,8.12,22118,Active,1
L01235,C00093,Home Loan,2800259,7.93,43132,Active,1
L01236,C01807,Car Loan,262697,11.4,26416,Active,1
L01237,C00989,Education Loan,1434093,11.16,56107,Closed,0
L01238,C00350,Home Loan,874121,8.03,10158,Closed,0
L01239,C00280,Personal Loan,403389,11.14,17580,Closed,0
L01240,C00357,Personal Loan,255061,10.62,12006,Closed,0
L01241,C01977,Home Loan,4643190,11.58,33357,Closed,0
L01242,C01490,Business Loan,4031520,8.48,10234,Active,1
L01243,C01967,Education Loan,1300328,8.46,50022,Closed,0
L01244,C00463,Car Loan,4185777,7.7,16889,Closed,0
L01245,C01507,Home Loan,4253844,10.11,19649,Closed,0
L01246,C01053,Business Loan,3068448,8.46,59817,Closed,0
L01247,C01860,Personal Loan,2742219,10.73,59901,Active,1
L01248,C01657,Car Loan,2764698,11.45,43525,Closed,0
L01249,C00246,Car Loan,2317047,7.74,22104,Active,1
L01250,C00863,Home Loan,2473731,8.68,35314,Active,1
L01251,C01823,Car Loan,2023700,7.02,38426,Closed,0
L01252,C01144,Education Loan,323294,9.98,20245,Active,1
L01253,C01902,Car Loan,2568709,12.17,26775,Active,1
L01254,C01163,Gold Loan,3251955,11.05,19267,Closed,0
L01255,C00680,Gold Loan,4125017,11.02,6195,Active,1
L01256,C00669,Car Loan,190343,10.7,3065,Closed,0
L01257,C00414,Business Loan,2900093,10.64,24778,Closed,0
L01258,C00712,Home Loan,2739574,13.28,46275,Active,1
L01259,C01985,Business Loan,3312915,9.41,34630,Active,1
L01260,C01734,Car Loan,4027140,9.88,35922,Active,1
L01261,C01246,Business Loan,3020396,13.63,28977,Active,1
L01262,C01864,Car Loan,504701,9.49,57008,Active,1
L01263,C00567,Car Loan,303007,8.28,26750,Closed,0
L01264,C00537,Gold Loan,4163571,11.74,11157,Closed,0
L01265,C00364,Business Loan,2898450,7.14,44267,Active,1
L01266,C00877,Business Loan,2102165,9.67,17740,Closed,0
L01267,C00073,Personal Loan,910823,7.86,20617,Closed,0
L01268,C00611,Business Loan,4408322,7.29,44076,Closed,0
L01269,C00797,Home Loan,3360302,9.52,23078,Active,1
L01270,C00043,Business Loan,3598260,9.88,31640,Active,1
L01271,C00635,Business Loan,1092579,9.91,59753,Active,1
L01272,C00766,Gold Loan,2761530,10.45,15463,Active,1
L01273,C00535,Car Loan,2872170,11.46,15586,Closed,0
L01274,C00382,Personal Loan,1668532,7.56,44084,Active,1
L01275,C00152,Gold Loan,1354665,11.8,50082,Active,1
L01276,C01138,Home Loan,1036016,11.77,5666,Active,1
L01277,C01112,Education Loan,4003445,8.34,50628,Active,1
L01278,C01820,Home Loan,3792493,12.19,54281,Active,1
L01279,C01759,Business Loan,3430156,10.86,32680,Active,1
L01280,C01421,Education Loan,3284371,13.59,36380,Closed,0
L01281,C01907,Personal Loan,1696208,13.57,31412,Closed,0
L01282,C00067,Business Loan,4604410,8.5,37892,Active,1
L01283,C01360,Personal Loan,4163607,7.98,22228,Active,1
L01284,C00222,Car Loan,506888,9.52,16057,Active,1
L01285,C00573,Education Loan,4384087,11.21,20380,Closed,0
L01286,C01345,Personal Loan,4372261,13.13,19262,Closed,0
L01287,C01671,Personal Loan,4136475,8.25,27085,Active,1
L01288,C00186,Car Loan,1997610,11.66,27164,Closed,0
L01289,C01170,Education Loan,1331705,13.06,5311,Active,1
L01290,C00374,Personal Loan,346067,8.14,10317,Active,1
L01291,C00778,Gold Loan,4545677,13.72,59497,Closed,0
L01292,C00124,Home Loan,4170493,8.6,26255,Closed,0
L01293,C01413,Car Loan,3099006,9.48,25650,Active,1
L01294,C01282,Business Loan,821554,12.78,33570,Closed,0
L01295,C01917,Home Loan,2573852,8.11,54861,Closed,0
L01296,C00284,Car Loan,2614215,8.59,35405,Closed,0
L01297,C01561,Gold Loan,76008,12.79,44250,Active,1
L01298,C00178,Home Loan,4254977,7.28,44397,Active,1
L01299,C01320,Education Loan,2361344,11.33,16297,Closed,0
L01300,C01345,Business Loan,4047717,8.81,37476,Closed,0
L01301,C01934,Education Loan,2280635,7.98,12835,Closed,0
L01302,C00694,Gold Loan,1851846,7.63,35003,Active,1
L01303,C00014,Car Loan,1986890,10.09,26469,Closed,0
L01304,C00705,Education Loan,1928984,13.26,35549,Active,1
L01305,C01957,Car Loan,1656347,12.94,38826,Active,1
L01306,C01265,Home Loan,261558,12.32,56550,Active,1
L01307,C01893,Home Loan,1463452,8.76,4453,Active,1
L01308,C01646,Personal Loan,3818525,10.24,54899,Active,1
L01309,C00797,Education Loan,1164428,9.61,41154,Closed,0
L01310,C02000,Education Loan,4613736,10.31,22551,Active,1
L01311,C00199,Personal Loan,4268946,9.17,21811,Active,1
L01312,C00192,Education Loan,1521489,13.97,34870,Closed,0
L01313,C01576,Gold Loan,1296194,7.54,49517,Closed,0
L01314,C00113,Gold Loan,2459556,13.88,33988,Active,1
L01315,C00415,Education Loan,4075523,7.78,7593,Closed,0
L01316,C01076,Car Loan,4984009,11.68,36011,Active,1
L01317,C01297,Personal Loan,3269833,13.11,48216,Active,1
L01318,C00925,Business Loan,2638224,7.61,25964,Closed,0
L01319,C00007,Business Loan,3955786,8.67,53136,Active,1
L01320,C00401,Home Loan,4423652,10.34,17535,Active,1
L01321,C01443,Car Loan,1475535,13.37,38824,Closed,0
L01322,C01535,Personal Loan,4212566,7.42,43306,Closed,0
L01323,C01285,Gold Loan,1990565,8.94,23042,Closed,0
L01324,C01801,Personal Loan,2520840,9.68,34519,Closed,0
L01325,C01166,Education Loan,2887466,10.97,19344,Active,1
L01326,C00171,Home Loan,640043,13.64,27401,Active,1
L01327,C01716,Personal Loan,670913,13.85,43961,Active,1
L01328,C00720,Business Loan,3031323,13.56,37900,Active,1
L01329,C00336,Personal Loan,3620557,12.58,50722,Closed,0
L01330,C00787,Home Loan,4313227,11.6,14342,Active,1
L01331,C00304,Personal Loan,3165840,7.71,19148,Closed,0
L01332,C01455,Personal Loan,1498348,9.26,20335,Closed,0
L01333,C00741,Education Loan,211659,8.46,33778,Closed,0
L01334,C01118,Gold Loan,911682,7.39,57601,Active,1
L01335,C01549,Gold Loan,1850134,12.81,21231,Closed,0
L01336,C00111,Education Loan,1627234,7.4,9482,Closed,0
L01337,C00162,Car Loan,1564125,13.64,31766,Closed,0
L01338,C00898,Car Loan,2930032,11.76,57461,Closed,0
L01339,C01769,Gold Loan,1077201,13.99,31940,Active,1
L01340,C01552,Gold Loan,1675564,7.04,29638,Closed,0
L01341,C01430,Car Loan,4309510,10.19,27174,Closed,0
L01342,C01087,Home Loan,3166905,12.16,7820,Closed,0
L01343,C00801,Car Loan,2866582,11.45,9092,Closed,0
L01344,C00298,Business Loan,3295475,8.75,8016,Active,1
L01345,C00890,Home Loan,1004023,10.36,9097,Closed,0
L01346,C01922,Education Loan,1393376,13.16,14373,Active,1
L01347,C01244,Gold Loan,2432576,9.31,9475,Closed,0
L01348,C01447,Car Loan,732347,9.69,54941,Closed,0
L01349,C01800,Home Loan,4640556,11.63,54238,Closed,0
L01350,C00550,Home Loan,284037,10.63,50601,Active,1
L01351,C01061,Gold Loan,163704,11.65,42674,Closed,0
L01352,C01576,Personal Loan,209453,12.47,33552,Closed,0
L01353,C01420,Home Loan,362863,13.02,43342,Closed,0
L01354,C01211,Business Loan,3623164,9.3,40758,Active,1
L01355,C00464,Home Loan,933310,10.89,35740,Active,1
L01356,C02000,Gold Loan,4440546,10.21,51568,Active,1
L01357,C00683,Education Loan,2238793,11.86,47642,Active,1
L01358,C00865,Education Loan,614894,9.97,24007,Closed,0
L01359,C00967,Home Loan,4875887,10.68,31191,Closed,0
L01360,C01009,Business Loan,4537586,9.31,50937,Closed,0
L01361,C01128,Personal Loan,243947,8.41,39482,Closed,0
L01362,C00299,Gold Loan,4377539,9.56,43105,Closed,0
L01363,C01656,Home Loan,603543,13.09,25096,Closed,0
L01364,C01912,Gold Loan,749507,11.67,4187,Closed,0
L01365,C01054,Business Loan,4727149,9.38,9926,Active,1
